1	138741
2	25413
3	10531
4	5997
5	3565
6	2486
7	1754
8	1342
9	1106
10	896
11	699
12	598
13	512
14	423
15	389
16	332
17	289
18	246
19	188
20	204
21	212
22	168
23	165
24	144
25	137
26	126
27	115
28	90
29	120
30	86
31	98
32	99
33	67
34	65
35	60
36	64
37	48
38	45
39	61
40	51
41	38
42	38
43	39
44	44
45	35
46	42
47	31
48	41
49	20
50	26
51	27
52	25
53	25
54	23
55	27
56	29
57	24
58	25
59	26
60	10
61	18
62	15
63	17
64	18
65	9
66	15
67	19
68	19
69	7
70	17
71	11
72	14
73	4
74	12
75	9
76	10
77	16
78	7
79	16
80	8
81	11
82	10
83	8
84	13
85	8
86	6
87	11
88	11
89	8
90	8
91	6
92	9
93	12
94	5
95	5
96	7
97	7
98	3
99	6
100	6
101	8
102	8
103	8
104	5
105	5
106	4
107	5
108	3
109	6
110	6
111	8
112	4
113	7
114	6
115	5
116	3
117	6
119	6
120	5
121	7
122	8
123	2
124	5
126	3
127	4
128	7
129	1
130	4
131	6
132	3
133	3
134	1
135	2
136	3
137	2
138	2
139	4
140	6
141	1
142	3
143	3
144	2
145	2
146	3
147	3
148	1
149	1
150	4
151	2
152	2
153	2
154	2
155	1
156	4
157	2
158	3
159	1
160	3
161	3
162	4
163	2
164	2
165	3
168	1
169	2
170	2
171	5
172	1
173	3
174	4
175	3
176	1
177	2
178	3
179	3
180	2
181	4
182	2
184	3
185	1
186	2
187	1
188	1
189	1
190	4
191	1
192	2
193	1
194	4
195	3
196	2
197	1
198	4
199	2
200	2
201	1
204	1
205	2
209	1
212	3
213	1
215	3
216	3
217	2
218	1
221	1
222	1
224	2
225	2
226	2
227	1
228	1
229	1
230	2
231	2
232	3
234	1
235	3
236	2
237	1
238	3
241	1
242	1
244	3
245	2
246	1
247	1
249	1
250	1
251	1
253	1
254	2
256	1
257	1
262	2
263	2
266	1
268	1
269	2
270	1
271	1
272	1
273	2
275	2
283	2
285	1
287	2
289	1
290	1
291	1
292	2
293	1
298	1
301	2
302	1
305	1
306	3
308	1
309	2
311	1
317	1
320	1
321	1
322	1
323	1
326	2
327	1
328	1
331	1
332	3
334	1
341	1
343	1
348	1
357	1
364	1
365	1
366	1
369	3
374	1
378	1
382	1
385	1
388	1
390	1
395	1
398	1
399	1
409	1
443	1
449	1
454	1
458	1
462	1
467	1
482	1
486	1
487	1
489	1
492	1
493	1
498	1
511	1
514	1
518	1
524	1
530	1
544	1
547	1
554	1
556	1
561	1
572	2
581	1
595	1
608	1
616	1
619	1
621	1
628	1
631	1
645	1
677	1
681	1
688	1
707	1
712	1
745	1
837	1
843	1
862	1
880	1
898	1
945	1
964	1
978	1
995	1
1010	1
1142	1
1264	1
1366	1
1917	1
2233	1
2507	1
